order_id,customer_id,product_id,category,price,quantity,order_date,delivery_date,region,customer_type,payment_method,rating
8504d657-a50b-4c9e-8d9e-818f09753780,75358d70-8819-4d46-8ddd-df215210da23,ae51f046-0640-438c-9cff-ead84ea1fbb4,Toys,18.5,3,2024-03-30,2024-10-08,Zimbabwe,Regular,Credit Card,2
57cb7388-ae2c-4fd4-90db-990f89e24d3f,29a303b4-d019-4984-9745-16b193a5d71f,0a737015-c886-4547-a9ac-6a71dcf24092,Books,385.54,4,2023-09-20,2024-10-14,Cyprus,New,Credit Card,3
d819a19c-8f6c-478a-8b5a-80c2c856ad78,093c2798-751b-4589-8564-c847831ac5f7,1bed8699-0882-4a74-b95d-f4f186548b04,Books,360.82,8,2023-11-04,,Ukraine,Premium,PayPal,3
a639f8fb-2878-49c0-a6ed-755cb9ca1ff5,0bcc574b-ffbe-4a41-baa6-8e9993c2a463,5b619523-c50f-4a15-8506-e5ea9a884e41,Books,338.44,5,2024-06-30,2024-10-05,Poland,Premium,Credit Card,1
726d90d1-4976-4c7d-83a5-0aab5f56f226,49304edb-b8dd-4327-8147-93262a28d81c,9aa91c5c-5eb7-4486-ba71-45c4187f97bf,Toys,218.19,4,2024-01-29,2024-10-14,Zambia,Regular,PayPal,3
78ae98d0-7e9e-46fa-9783-641b58d1cb1b,0595a94a-1a95-42a6-8c1b-999d2718713d,25c59cf0-9f8b-4386-b4b2-b1713a52770d,Clothing,163.05,10,2024-03-05,2024-09-19,Guam,Premium,Credit Card,5
ba93edd3-b422-482a-85af-e0938cdee0a3,8326270b-03e5-49a2-b962-8dd6f1558cc3,66c81e34-2e26-4e0e-a6b4-47021bb1dd93,Toys,47.42,100,2023-09-29,2024-10-10,Benin,Premium,PayPal,3
df452e02-ef0d-4209-b66c-6b25644c4ddf,f9a4efcb-ca84-4774-8378-479a835a3065,5645eab4-5c62-4a7f-8e68-172fef46cac9,Clothing,282.57,8,2023-11-10,2024-10-02,Canada,Regular,Credit Card,4
b23094c4-c5d5-4e58-9524-eed9e3999a80,b7f373f1-4e7f-41f5-8dd1-542a14640768,9e03b4d4-ec0f-435a-8ed4-bb2eb4bc4f11,Toys,318.64,5,2024-06-06,2024-10-08,Tokelau,Regular,Credit Card,3
4f6e70d8-7c1c-4104-b5d2-d6bd19f7140c,12be97fa-1418-4dbd-992f-c05034f56db0,60f0c564-7a41-404c-bd00-aa03c89dd7e9,Clothing,369.46,7,2024-07-25,2024-10-07,Liechtenstein,,Credit Card,5
47262c9b-0d9f-4fed-b5b0-ef75613f8238,2f30867b-4c97-448e-a28b-6a1f6d80285c,d894b520-1bec-4b2e-b630-64382ea2738d,Toys,206.69,2,2024-06-26,2024-09-17,Croatia,New,Credit Card,2
2298da02-3f3f-44f1-a0c4-bd05ceffa882,69e788d5-b9e1-41c3-8ef5-a3fa258cbf15,d92e9fe4-a8f2-4c15-8f12-cc11d5fc46bd,Home,364.16,5,2024-02-02,2024-10-01,Jersey,Regular,Bank Transfer,1
de6ea197-42d4-43ed-8ce2-0e109b273b63,5ef5e0bf-da44-4aac-83da-f18e0d17da6e,ad6c0e92-2fa6-4484-92fa-759bc6afc231,Toys,74.18,8,2024-06-18,2024-10-03,United States Virgin Islands,,PayPal,4
9d01764c-5cf2-452e-86ef-a1176e5cdb36,f4561cd7-f268-4a9a-9aa2-38b4b508d3bd,ff9c7a9b-34df-49e1-8948-2662c5f2b663,Electronics,152.94,7,2024-07-17,2024-10-16,Sweden,Premium,Credit Card,1
6f5a4273-2ef7-4348-a32e-10b81d95d764,1a62657a-68a0-433b-82ae-49701d2cd44b,b9c98827-b481-4a6c-832e-5721f596a73f,Electronics,268.4,8,2023-11-12,2024-09-27,Montenegro,Premium,PayPal,2
ad71f786-1828-44b8-bc7b-5b156548a998,d86f6345-f055-4c71-acb3-93ed91883669,cdd38075-de4e-4f3a-8909-cf07118f69ca,Home,371.09,6,2024-06-23,2024-09-18,Puerto Rico,Regular,Credit Card,4
588a9731-247e-428d-9499-52c9bf4644a3,45c9e95b-a849-4301-bfa4-2c0e1228582a,91e8847e-f997-4ffb-8434-b102e948cfc2,Books,123.12,9,2024-08-24,2024-09-18,Antigua and Barbuda,New,PayPal,1
6cd5fa10-c5ba-46b1-89d2-5005f8f4f322,49037f56-9972-4709-bd22-25ce2143456c,e4797854-f41b-417f-b02e-b3f6062f9abe,Clothing,445.58,10,2024-07-05,2024-10-07,Macao,Premium,Credit Card,2
925d1a20-2b0f-468d-a51f-77069b88b9bc,9101711b-a1a6-481a-bd0b-538c8e37bb05,abb74501-35d6-4fa3-ab54-01989eafa916,Clothing,267.35,7,2024-08-25,2024-09-24,Chad,Regular,Credit Card,5
0392b3de-1324-41d1-beb8-5f530ce17648,29b5051e-98a4-48ce-9741-4bdbf420104d,28fc0353-7bed-45b4-b0f5-31858ce539ed,Books,160.12,7,2024-07-15,2024-09-24,Monaco,New,Bank Transfer,5
b45efd61-983a-471d-90ae-9902e3891722,4c5c39d7-75a9-464e-b325-89673101ed7f,fdcccc40-5aec-4fa8-a3cd-77ae39931a6e,Clothing,317.65,3,2024-08-16,2024-09-26,Sao Tome and Principe,Premium,Credit Card,3
f0a9df95-3c17-4e05-9e16-57b43d6858f8,4d4a83e9-6e99-442a-b739-8d5f42eb150e,fe3db856-5f7a-4ba1-9569-29587920bd00,Books,158.24,10,2023-10-24,2024-09-17,Brunei Darussalam,New,PayPal,2
d992ab75-c63d-459a-be04-76a538cd9357,52280600-e37b-4cad-94bf-a67fdd52bbd1,9b34709c-a5d9-4ee1-bda3-7bf46dfd23e3,Home,447.46,9,2024-03-06,2024-09-24,Ecuador,Regular,PayPal,3
f847ae33-91f6-4ac3-86a9-08027f93b6e2,ffd7cfec-c30c-42d7-adc0-0ffec4b13320,11088266-49fc-4219-8bba-6fc5ebbafc50,Home,121.77,10,2024-01-07,2024-10-01,Guinea,New,PayPal,4
ef5d6337-a6c4-4e4c-9d32-a5bfc94f5289,be19abf4-4a15-4d87-b571-2dd84aa8829d,3f5e54f7-888c-46e1-9dfa-f4a758d17be7,Electronics,345.51,2,2024-08-08,2024-10-14,Djibouti,New,PayPal,2
a5cafe6f-e523-46da-8f11-ba39131a1267,a1b51a49-7301-4375-9be8-3df175973c24,f7b65de5-364d-43b8-822d-f67a7339303e,Electronics,,3,2023-10-27,2024-10-12,Nepal,Premium,Credit Card,2
c14c6ee3-b46d-4e02-b712-7efe585972c6,b357ae24-c017-40be-82bf-0a8551d15266,d495fe29-ecd4-4968-b088-e77faf50ed5e,Books,279.82,100,2024-08-29,2024-09-24,Liechtenstein,New,Credit Card,1
e67cc144-14c7-4011-8b4e-9aad50b2f42b,1360af0a-8479-4b09-8caf-8597fa2311bd,f3a20797-fffd-4e1f-b0d4-d9302905bf31,Electronics,169.02,6,2024-08-11,2024-10-14,Marshall Islands,Regular,Bank Transfer,4
e226c0bd-b291-430c-9085-fa09bfa96508,0d0b0e29-71e4-459c-99c9-efc4958e2ca9,ed111bc4-40c1-4829-b138-42a5f7daf4a9,Books,152.74,2,2024-09-04,2024-09-20,Suriname,Premium,Bank Transfer,2
ecfaed55-9966-45a8-92a7-76a304259ae8,fda86292-be64-4214-9482-84dfbc7206f0,ec6d5ceb-ef25-4a05-9767-edc552b17e82,Toys,57.14,7,2024-01-17,,New Zealand,New,Credit Card,2
e83e71fd-1183-4e35-aea0-c3ec87a8693f,b4476fc7-0bd1-4549-89db-ef7807c7a13f,4f30f806-eae5-49dd-98e1-318717e86f3a,Clothing,,9,2024-02-21,2024-09-24,Malawi,Premium,Credit Card,4
9028e0d6-bf8f-4629-b3ed-7275821af286,85dabb3e-5674-4b67-aeb6-d255cd9a5874,a68237bd-743a-4e84-99b4-4017c274e139,Electronics,479.98,7,2024-04-29,2024-10-01,South Georgia and the South Sandwich Islands,Premium,PayPal,4
5fa216bf-08d9-4ddd-ad59-566a82b0310f,b45fae24-e9a0-43f6-bf04-819ae2033403,33315e24-0957-4b8b-80dc-c5e2e9deaa88,Home,125.35,1,2024-07-22,2024-10-12,Norway,Premium,Bank Transfer,3
b3b4730f-b735-42a4-9157-47e63882b901,0394c97d-ea26-4062-b30c-9fc3f0542993,1b1c29c2-ac7d-4039-939b-20d4114cece0,Clothing,253.08,8,2024-02-18,2024-10-06,Iceland,Premium,Bank Transfer,5
491ce194-9f10-49bf-848e-12b421d907c1,5f7c9376-9657-4927-b647-043eea14613c,43b567b7-efd1-4193-afc3-512d732090aa,Toys,486.28,1,2024-01-01,2024-10-05,Monaco,Regular,Credit Card,5
3465ca4f-9371-47ae-931d-5fbd23160183,60ca0206-7cd1-42af-84d2-f269463f536d,d529ef49-e322-402b-93de-ea366e2c3dd5,Toys,56.24,1,2024-08-24,2024-10-01,Timor-Leste,Premium,Credit Card,4
99fe8dd2-4be3-4076-a6e5-9490fce3084b,d6108e09-a38e-41c1-95a8-043de3ad8c54,3f162fec-c1d1-459e-898a-0665c6fd9b75,Electronics,180.06,10,2024-02-26,2024-09-26,Belize,Premium,PayPal,1
14e4f4c0-131d-4a14-bd35-fbf21c1dbe4a,1ecfc2e8-f104-4e8b-af9d-b9b3cb9acc93,21a212e2-2114-4109-bef1-1f25d5280af0,Clothing,497.5,7,2024-06-23,2024-09-18,Croatia,Premium,Bank Transfer,2
57ba15d6-00b3-45df-ab2f-6dae5875bd40,14d1acb6-c9e5-4093-bfde-9493b41a2f67,0ff5375a-20a0-4523-91b6-783b5ae52259,Home,54.39,1,2024-03-14,2024-09-29,Jamaica,Regular,Bank Transfer,5
8d77b778-d01f-4689-9153-170d10c30693,910afa4f-b636-414c-ab35-82a2b93909f5,2a3a58f0-db10-44a6-9d45-0c3ba4e42183,Clothing,462.51,9,2023-10-15,2024-09-17,Aruba,Regular,PayPal,1
8c330d46-3797-4974-812b-a2f4c4b4af79,4cccbc82-72f8-45dd-b288-21c9d8267105,893e44f5-3205-437e-9d76-72d82a9ef20b,Electronics,175.42,4,2023-10-28,2024-10-16,India,Premium,Bank Transfer,4
67227735-384b-42d7-a8ed-2c384b81ebc0,f3807cc8-915c-4b54-a598-c58cf45c14c5,05f0e928-8209-4a2e-9cc2-aaf3420eb1a0,Electronics,439.13,4,2024-05-01,2024-10-11,Holy See (Vatican City State),Premium,Credit Card,5
e3e233db-9a7b-4dfd-9755-0b7f4b44a08c,59ebf136-e78f-4c23-bc2d-de583a459ee1,4837f0bb-47ff-4aff-a6f2-bfa8ea173227,Home,386.17,7,2024-05-24,2024-10-14,Liechtenstein,Premium,Bank Transfer,4
c2ed5a93-16d5-4e49-9aa0-4dfbab5f2a24,b148d8f0-f27e-4fc8-833f-dadf3fc0d816,f65b2785-d6a0-4539-aed5-a7a46ac31492,Home,460.03,10,2024-01-26,2024-09-17,Albania,New,Bank Transfer,5
ef57621b-4445-4c62-bbeb-65759b419f2c,7a9c9170-26f8-4b9a-a727-4cb691b87565,09776e52-fd75-49ab-bb52-cf0ee5d911f9,Home,263.44,9,2024-06-11,2024-10-16,Barbados,Premium,Bank Transfer,2
5079368d-b888-4694-83c6-43a82dfcfab1,dd010600-2b0d-4046-aa71-4d2ac80021bc,bd759cbc-7eaa-4b48-ae18-a9fa0380ed32,Clothing,101.46,2,2024-03-24,2024-09-20,Samoa,Premium,Bank Transfer,1
f702eab8-bbad-4a62-81b4-402a89b5198c,fee0d809-ddc6-4e5c-84f5-175b9d99fea6,13851e84-0129-4b39-9123-421ee5a622b7,Home,38.58,10,2024-05-29,2024-09-26,Marshall Islands,Premium,Credit Card,3
ae22d672-1928-418d-b080-b7ac9d48c23b,a23d0fbc-c644-42ed-9ff1-49af2143014a,02b1286c-3b54-4e7d-be6f-09eb78133375,Electronics,154.34,2,2024-04-13,2024-10-11,Greece,Regular,Bank Transfer,3
31b34cb6-79c1-4df5-8bd7-4bb5360466b9,7899d6b7-5f25-4898-bedc-353aea6aaec6,3a6da254-07dd-4b8b-9996-eac913b57967,Clothing,241.85,7,2024-01-04,2024-10-11,Italy,Premium,Bank Transfer,5
466c1254-3dc7-45bb-b091-8b2d421e81d9,d8212c5d-def1-4a1f-95c6-787f5b3fa7a2,35021e59-174e-4651-b499-05bd5b072c63,Toys,163.71,7,2024-06-13,2024-10-08,Norfolk Island,New,PayPal,3
4d387aae-5f09-457c-b6d1-8eaef53eebc8,ef7ee4d5-42a7-4618-a8ee-614cdd394514,76c5e6e7-687e-41b6-a019-8f74fd1eafce,Electronics,183.41,3,2024-08-29,2024-10-15,Belize,New,Credit Card,4
a968767c-ddd5-4c24-8639-3f90d5d5359d,492c3552-c09c-47ee-bb66-561df95917cf,7335cc34-52b7-466e-8143-2261db04d7bb,Clothing,292.32,4,2024-02-23,2024-10-15,Benin,New,Credit Card,3
adeee509-76cc-4cf8-b7fc-a1ae1c3bb809,a5929888-d0cf-456f-914d-de2b78aea80a,c4e28905-795e-4778-8402-469884df664b,Toys,350.73,9,2024-07-09,2024-10-15,Qatar,Regular,Credit Card,2
8da1ce62-819a-4fb0-925e-82d2ff717915,613db38a-a108-429a-ae0b-636d409bd804,1cf60d47-d89a-4b20-8698-6c7092c7ad18,Home,473.65,100,2023-10-18,2024-09-20,Greece,Regular,Bank Transfer,1
3ed28ed7-cf98-4637-9287-af1f6f0b485f,d7bd8146-d8bc-4a7a-b95a-c3adf3f0a1af,23e4364c-db69-484d-a5e2-def8017f4a08,Books,155.51,1,2023-12-23,2024-09-30,Malta,Regular,Bank Transfer,5
a2dc9ae5-9932-43f0-9349-01a72a91edab,8428d25e-2a9b-43e3-9472-127ce963529e,85f28d73-09dc-4c09-94b5-18aecd708f8d,Books,311.54,1,2024-08-17,2024-10-13,Barbados,New,PayPal,5
ca76df71-a94e-427d-bec4-c7595ae05352,59c92ed1-fe0e-4d4b-b618-82419c679f25,b647a2e0-b8c0-4765-8abe-71e476c903a4,Books,250.69,3,2023-12-08,2024-10-11,China,Regular,Bank Transfer,5
765bd595-7dbc-4d4d-aeb8-f22a9bd25f79,8eabc84f-8949-4948-89bf-a0118a30ce81,e74c6661-a4d2-4c09-a1e8-5f910b250498,Books,53.1,10,2024-02-17,2024-09-30,Bahamas,Premium,Credit Card,4
99ee6b8b-6d8a-4141-bb95-f38f817eed94,cdaa3e11-91c5-47b5-a52b-bff355ee5dcd,46ea97b0-723d-4e36-b750-43f45419a7c7,Home,280.04,1,2024-09-06,2024-10-14,Macao,Regular,Bank Transfer,2
2cc825f6-e229-4b38-89ce-686533130456,21b4f212-2b53-47ae-a01b-0acef429b28c,9ff38ff9-853b-409a-896d-c0cb46d8bbf1,Toys,144.38,5,2024-05-08,2024-10-03,Eritrea,Premium,PayPal,3
1e933c9e-d791-4d89-ad5f-e02b8eed238d,d5282aa3-b3e7-4014-ac98-0cb641fa9cfa,58394448-f683-47d7-94b6-aa9ddeb3a938,Toys,332.84,1,2024-04-05,2024-09-29,Argentina,Regular,Credit Card,1
9778a4e2-ed0f-4318-b813-975d2f8e68f7,f2d42269-f9e2-4e64-961d-261278607165,ec4555e9-fbe8-408b-aadb-83ee76db73c6,Toys,444.91,3,2023-11-08,2024-09-28,Marshall Islands,Premium,Credit Card,1
def94adf-d9c6-403b-826d-ea416cf6c32d,abb2501a-128f-488a-9efd-ae40d1eccdb4,fbf9eb58-e2d2-497d-8249-c18abfdb0080,Home,119.59,3,2023-12-24,2024-09-22,Ukraine,Regular,PayPal,5
b753f816-f438-4212-8b36-4a3d7614b692,ed7db010-2882-452d-ac64-941c6d356793,70a438a1-e291-4361-a398-32fc2d1e6442,Electronics,175.9,4,2024-03-09,2024-09-21,Chile,New,Bank Transfer,5
8ad63302-77e7-42aa-ac3f-4bf41aa35379,3276f6d8-45e6-42d1-a5a6-23aba251b571,4a58bd03-d3b6-4fe1-80cf-c232f1a655cc,Clothing,479.22,8,2024-04-08,2024-10-05,Oman,Premium,PayPal,3
8d73f001-4b72-4bec-ace3-8aa9a57baa68,66d6d06b-d715-45ad-bcce-eba5572c9bdf,119c68a8-125d-463b-b6fa-979fe988cf2b,Toys,444.23,7,2023-11-22,2024-10-03,Guam,Regular,Bank Transfer,2
d533599d-82fd-4439-a29a-32e255f9db82,e2420749-938c-4cdd-9be3-e861a964912c,3b60c025-797d-48d5-b548-5a17277b627b,Toys,174.48,1,2023-11-29,2024-09-26,Montenegro,Premium,PayPal,4
811f899b-2274-4e29-b5e2-0dd2d50b8e6e,0350b610-b09f-433d-9196-e36a960a71e0,38fbe58e-0dcd-48d6-a8ac-07a945e4c43a,Books,192.29,9,2024-04-25,2024-09-25,Cuba,Regular,PayPal,3
8203e1f3-d484-4d46-ab38-2061e1494fbb,e6c73f91-c3a7-45ae-a63c-746b2b936013,481d95ec-7f7f-4962-8731-988aa4790eb5,Clothing,475.64,2,2023-11-14,2024-10-08,Panama,Regular,Credit Card,5
bbb8cc25-e2b3-4bd5-a653-d382b1508ad0,8b581a9a-eb3f-4092-a900-356e85138e1e,7e46911f-8ca2-40cb-bd1a-fbcd31db1a6a,Electronics,417.38,8,2024-07-05,2024-10-01,Comoros,Premium,Bank Transfer,4
567e9b23-7b49-485a-971d-3678fbe7d4c8,f3b3da8a-a3a2-4d4a-9d8a-0a54c9e9ed66,6b196633-64d9-47b0-a960-cc62ed8477ca,Home,272.91,2,2024-01-20,2024-09-21,Panama,Premium,Bank Transfer,3
747199e9-a57d-4e69-9435-a613106bd48c,b34235ed-4c49-4ae8-8a58-a3ba8b59044e,f7586959-264f-45bc-bcde-e58c2675c764,Electronics,199.0,5,2024-03-21,2024-09-25,Kenya,New,PayPal,5
842e0716-53f7-4ff7-8523-2083d21af30b,97c1b871-35af-4924-893c-732506a90277,3671f0b6-6c8c-4c85-9a71-b2e54cea4034,Books,360.36,5,2024-03-30,2024-09-23,Sudan,Regular,Credit Card,4
751a3657-aeea-4e61-9db4-9d389095750b,7bba96b8-87ab-434c-bba5-781b1f4fdade,8856de62-4421-4c9a-983d-4ef8191564f2,Home,10000.0,5,2023-10-02,2024-10-16,Micronesia,New,Credit Card,2
91c68ab6-dced-413e-9a1e-187a6b647133,95e00593-f41b-4975-8a60-f45132f855db,b40f7e73-f7ee-41c4-9d32-8acc95587595,Electronics,130.5,6,2024-03-07,2024-09-26,Bahrain,Regular,Bank Transfer,3
de14a9a1-4573-4bcd-b64d-c17545b3330e,c40fd0ec-8853-482e-a592-53435917a37c,dca990a0-792b-4b6f-a420-782cb3103f2c,Toys,258.2,7,2024-04-07,2024-10-13,Venezuela,Regular,PayPal,4
683ea01c-24b7-4cf1-861e-2b28079bb961,de1d09cc-f9b4-4e65-ae17-3665eee4de61,4b3fbc25-3c14-42fd-b568-2e25a43fafe1,Electronics,80.21,100,2024-08-01,2024-10-06,Cape Verde,Regular,PayPal,2
aeaa56fd-0343-4d99-853a-e03869ef8880,51202a4c-c653-4cff-a45d-e2ab6f5a189d,b535ce55-d14a-4aaf-854d-f2b50372d21f,Books,496.36,6,2024-02-28,2024-10-03,Greece,Regular,PayPal,1
964da5a0-4563-492c-9767-2f9cd9313454,e177daac-a0d3-4ecb-9bf4-b06a4e3af2db,ae272af0-279c-4cc5-a1af-745f1bd67e52,Toys,232.89,4,2024-03-24,2024-10-07,Cameroon,New,Credit Card,3
cc6f7d70-6079-49d9-9638-28bb8a54e3d0,8d4c06ea-32eb-4947-ab3e-2ea10eba908a,22098f85-7f79-4791-b40b-c8cc4cced5a2,Electronics,404.36,7,2024-09-09,2024-10-09,Guinea,New,Bank Transfer,2
e2b2e6de-d347-40c4-befe-468256c3caf6,4e3f790f-4dda-440a-8075-6747fea9142b,32cfc703-f9a1-48a3-bd1e-01c80055c0e3,Books,10000.0,3,2023-10-24,2024-10-08,Guinea,New,Bank Transfer,4
82f21655-a1da-4566-86e9-1d55c993b348,f67bd957-b1f4-47c7-937d-ddb9513beb4d,01b9d1c1-9d9a-455b-b89e-e80d7028b1b2,Clothing,397.14,6,2024-09-11,2024-10-15,Iceland,Regular,Credit Card,4
7c301295-10b0-46b3-87e6-1eb71130866e,370aae30-bb14-4c8b-bc38-23f19062e439,1b14c92f-d8f2-47bc-abdd-d3082641de70,Toys,148.11,10,2023-10-18,2024-10-03,Belarus,New,Credit Card,3
